review_id,product_id,user_id,rating,review_text,helpful_votes,verified_purchase,review_date
R0003891,P00199,U000947,4,Very happy with the purchase overall.,125,False,2023-11-30
R0003892,P00216,U001118,3,"It's okay, expected a bit more.",244,True,2024-04-16
R0003893,P00038,U001133,4,"High quality, just as expected.",21,True,2020-03-27
R0003894,P00395,U001868,4,Very happy with the purchase overall.,145,True,2019-12-29
R0003895,P00266,U001602,4,"Works great, delivery was slightly delayed.",238,True,2023-06-24
R0003896,P00128,U001186,5,Absolutely love this product! Highly recommend.,58,False,2022-06-25
R0003897,P00045,U000350,5,Exceeded all my expectations. Would buy again.,243,True,2019-05-31
R0003898,P00076,U000432,4,"Good value for money, will recommend.",67,False,2019-07-08
R0003899,P00234,U000695,3,Decent product but nothing spectacular.,192,True,2021-12-05
R0003900,P00479,U000468,4,"Really good product, minor packaging issue.",69,False,2019-09-20
R0003901,P00485,U001475,4,"Really good product, minor packaging issue.",97,True,2025-01-11
R0003902,P00036,U000468,4,"Really good product, minor packaging issue.",20,True,2020-10-03
R0003903,P00470,U000258,3,"Works fine, instructions could be clearer.",85,False,2020-10-27
R0003904,P00380,U000289,5,Exceeded all my expectations. Would buy again.,167,True,2022-11-06
R0003905,P00420,U001345,4,"High quality, just as expected.",101,True,2020-06-26
R0003906,P00451,U001998,4,"Really good product, minor packaging issue.",21,False,2020-09-25
R0003907,P00435,U000006,2,Had issues with the product on arrival.,246,True,2019-04-08
R0003908,P00407,U000086,4,"Works great, delivery was slightly delayed.",4,False,2019-05-27
R0003909,P00122,U001483,3,"Works fine, instructions could be clearer.",69,True,2020-06-23
R0003910,P00500,U001268,5,Exceeded all my expectations. Would buy again.,86,True,2019-01-31
R0003911,P00045,U001359,3,"Works fine, instructions could be clearer.",47,True,2021-02-28
R0003912,P00192,U001283,5,Exceeded all my expectations. Would buy again.,70,True,2022-05-23
R0003913,P00484,U001687,5,Best purchase I've made in years.,157,True,2024-01-06
R0003914,P00472,U001698,3,Decent product but nothing spectacular.,54,True,2023-10-11
R0003915,P00318,U001131,5,Best purchase I've made in years.,144,False,2022-08-11
R0003916,P00293,U001801,4,"Good value for money, will recommend.",46,True,2019-03-02
R0003917,P00012,U000114,3,Decent product but nothing spectacular.,70,True,2019-11-28
R0003918,P00263,U000762,1,Complete waste of money. Arrived broken.,196,True,2021-11-14
R0003919,P00108,U000679,4,Very happy with the purchase overall.,218,True,2021-02-19
R0003920,P00121,U001275,5,Best purchase I've made in years.,112,True,2022-01-20
R0003921,P00343,U000455,5,Exceeded all my expectations. Would buy again.,221,True,2020-03-12
R0003922,P00390,U000393,5,Best purchase I've made in years.,144,True,2021-03-14
R0003923,P00037,U000215,2,Customer service was unhelpful.,185,True,2024-10-14
R0003924,P00305,U000498,4,"Works great, delivery was slightly delayed.",167,True,2025-01-11
R0003925,P00449,U000438,3,Average quality. Does the job.,149,False,2021-06-04
R0003926,P00262,U001123,5,Exceeded all my expectations. Would buy again.,82,True,2024-05-01
R0003927,P00018,U000190,4,"Good value for money, will recommend.",92,True,2020-08-17
R0003928,P00390,U001173,4,Very happy with the purchase overall.,187,True,2019-04-03
R0003929,P00009,U000452,5,Best purchase I've made in years.,202,False,2024-01-27
R0003930,P00406,U000005,4,"Works great, delivery was slightly delayed.",120,False,2023-12-02
R0003931,P00051,U000278,4,"High quality, just as expected.",177,True,2021-08-08
R0003932,P00419,U000432,2,Not what I expected. Quality is lacking.,109,True,2019-12-21
R0003933,P00475,U001793,4,"Works great, delivery was slightly delayed.",6,False,2023-10-09
R0003934,P00049,U001527,5,"Fantastic product, exactly as described.",94,False,2019-05-26
R0003935,P00157,U001229,5,Perfect quality and fast shipping.,139,True,2022-07-22
R0003936,P00387,U001860,4,"Good value for money, will recommend.",221,True,2021-07-20
R0003937,P00418,U000154,4,Very happy with the purchase overall.,51,True,2020-04-11
R0003938,P00268,U001196,4,Very happy with the purchase overall.,90,True,2024-10-11
R0003939,P00494,U002000,4,Very happy with the purchase overall.,124,True,2022-01-16
R0003940,P00191,U001795,5,Exceeded all my expectations. Would buy again.,14,True,2019-07-01
R0003941,P00030,U001532,4,"Really good product, minor packaging issue.",10,True,2019-06-15
R0003942,P00106,U000363,5,Exceeded all my expectations. Would buy again.,91,True,2021-09-16
R0003943,P00476,U001397,3,"Works fine, instructions could be clearer.",57,True,2020-08-27
R0003944,P00124,U000188,5,Best purchase I've made in years.,15,True,2020-11-16
R0003945,P00149,U000809,5,Absolutely love this product! Highly recommend.,130,True,2024-09-08
R0003946,P00295,U000017,4,"High quality, just as expected.",34,False,2019-10-13
R0003947,P00026,U000788,4,"High quality, just as expected.",45,True,2020-11-01
R0003948,P00337,U001235,5,Best purchase I've made in years.,186,True,2021-02-01
R0003949,P00456,U000760,3,Decent product but nothing spectacular.,16,True,2022-09-06
R0003950,P00472,U001548,4,"Works great, delivery was slightly delayed.",219,False,2021-07-03
R0003951,P00268,U001598,2,Not what I expected. Quality is lacking.,180,True,2020-11-15
R0003952,P00249,U000529,4,"High quality, just as expected.",201,True,2019-07-22
R0003953,P00499,U001929,4,"Really good product, minor packaging issue.",81,True,2021-04-03
R0003954,P00128,U001831,5,Absolutely love this product! Highly recommend.,25,True,2024-08-31
R0003955,P00038,U001667,5,Perfect quality and fast shipping.,214,True,2025-01-19
R0003956,P00417,U001087,5,Absolutely love this product! Highly recommend.,167,True,2023-07-20
R0003957,P00195,U000544,5,Absolutely love this product! Highly recommend.,127,False,2022-11-25
R0003958,P00402,U001774,5,Best purchase I've made in years.,178,True,2024-02-13
R0003959,P00484,U001177,4,"Really good product, minor packaging issue.",163,False,2021-11-17
R0003960,P00263,U001322,5,Perfect quality and fast shipping.,125,False,2024-02-02
R0003961,P00083,U000269,4,Very happy with the purchase overall.,174,True,2022-02-15
R0003962,P00187,U000408,5,Perfect quality and fast shipping.,225,True,2020-02-08
R0003963,P00470,U001630,3,Average quality. Does the job.,32,True,2021-01-28
R0003964,P00219,U001652,4,"Good value for money, will recommend.",1,False,2023-06-29
R0003965,P00432,U001277,5,Perfect quality and fast shipping.,5,False,2019-05-17
R0003966,P00446,U000829,5,Absolutely love this product! Highly recommend.,235,True,2023-09-05
R0003967,P00039,U001097,1,Worst product I've ever bought.,208,True,2021-07-05
R0003968,P00046,U001144,3,Neither great nor terrible. Fair price.,136,True,2020-01-15
R0003969,P00243,U000804,4,"High quality, just as expected.",175,False,2020-06-08
R0003970,P00458,U000602,3,"It's okay, expected a bit more.",12,False,2023-11-06
R0003971,P00097,U000825,5,"Fantastic product, exactly as described.",148,True,2023-07-18
R0003972,P00058,U001785,3,"Works fine, instructions could be clearer.",70,True,2024-06-18
R0003973,P00464,U000669,2,Would not buy this again.,108,True,2023-10-15
R0003974,P00091,U001481,3,Decent product but nothing spectacular.,233,False,2022-02-22
R0003975,P00149,U001316,5,Exceeded all my expectations. Would buy again.,66,True,2023-06-17
R0003976,P00366,U000443,5,Best purchase I've made in years.,64,False,2020-12-03
R0003977,P00443,U000832,4,Very happy with the purchase overall.,193,True,2019-10-01
R0003978,P00274,U000866,4,"Really good product, minor packaging issue.",68,True,2022-09-26
R0003979,P00238,U001611,4,"Good value for money, will recommend.",69,True,2022-12-05
R0003980,P00066,U000971,5,Perfect quality and fast shipping.,169,True,2020-06-19
R0003981,P00041,U001267,3,Neither great nor terrible. Fair price.,142,True,2020-01-23
R0003982,P00259,U000224,3,Average quality. Does the job.,221,False,2019-02-25
R0003983,P00154,U000855,4,Very happy with the purchase overall.,205,True,2024-04-22
R0003984,P00108,U001245,5,Perfect quality and fast shipping.,244,True,2023-02-07
R0003985,P00423,U001162,5,Perfect quality and fast shipping.,165,False,2019-06-20
R0003986,P00062,U000543,3,Decent product but nothing spectacular.,211,True,2021-11-24
R0003987,P00447,U001496,4,"Really good product, minor packaging issue.",240,True,2022-08-21
R0003988,P00478,U000638,5,Exceeded all my expectations. Would buy again.,155,False,2020-03-02
R0003989,P00248,U001710,2,Would not buy this again.,15,True,2019-05-27
R0003990,P00141,U000666,2,Had issues with the product on arrival.,153,True,2024-10-11
R0003991,P00413,U001133,5,Perfect quality and fast shipping.,167,True,2022-10-09
R0003992,P00347,U000720,5,Exceeded all my expectations. Would buy again.,141,True,2019-11-26
R0003993,P00118,U000343,3,"It's okay, expected a bit more.",179,True,2025-01-25
R0003994,P00479,U000166,5,Absolutely love this product! Highly recommend.,102,True,2023-12-08
R0003995,P00247,U001479,5,Perfect quality and fast shipping.,209,True,2022-09-12
R0003996,P00493,U000290,4,"Works great, delivery was slightly delayed.",64,True,2024-02-13
R0003997,P00059,U001862,4,Very happy with the purchase overall.,38,False,2020-06-05
R0003998,P00111,U000445,3,"It's okay, expected a bit more.",136,False,2021-01-20
R0003999,P00136,U001364,3,Neither great nor terrible. Fair price.,77,True,2020-06-15
R0004000,P00408,U001316,5,Perfect quality and fast shipping.,105,True,2021-08-12
R0004001,P00487,U000989,5,"Fantastic product, exactly as described.",132,True,2023-12-25
R0004002,P00495,U001625,2,Customer service was unhelpful.,161,True,2022-06-20
R0004003,P00371,U000834,3,"It's okay, expected a bit more.",235,False,2023-05-30
R0004004,P00168,U001515,1,Worst product I've ever bought.,125,True,2023-06-18
R0004005,P00426,U001299,5,Absolutely love this product! Highly recommend.,170,True,2024-11-05
R0004006,P00443,U000175,4,Very happy with the purchase overall.,208,True,2019-12-29
R0004007,P00168,U001228,5,Exceeded all my expectations. Would buy again.,243,True,2024-01-18
R0004008,P00376,U001197,5,Best purchase I've made in years.,210,True,2023-03-16
R0004009,P00322,U000036,5,Absolutely love this product! Highly recommend.,189,False,2023-12-24
R0004010,P00003,U001479,4,"Good value for money, will recommend.",12,True,2022-08-17
R0004011,P00188,U001583,3,Decent product but nothing spectacular.,114,True,2023-01-18
R0004012,P00335,U000194,3,Neither great nor terrible. Fair price.,29,True,2022-07-22
R0004013,P00091,U000324,4,"Works great, delivery was slightly delayed.",7,True,2020-03-09
R0004014,P00249,U000979,3,Average quality. Does the job.,141,True,2021-10-07
R0004015,P00324,U000952,3,"Works fine, instructions could be clearer.",125,False,2022-07-17
R0004016,P00401,U000870,4,Very happy with the purchase overall.,242,True,2019-05-09
R0004017,P00117,U001098,4,"Really good product, minor packaging issue.",83,False,2022-04-08
R0004018,P00421,U001968,5,Perfect quality and fast shipping.,78,True,2020-02-22
R0004019,P00491,U000566,3,"It's okay, expected a bit more.",25,False,2019-11-27
R0004020,P00225,U001393,5,Absolutely love this product! Highly recommend.,167,True,2022-12-15
R0004021,P00368,U000490,5,"Fantastic product, exactly as described.",208,True,2019-07-26
R0004022,P00197,U001437,2,Would not buy this again.,247,True,2021-10-03
R0004023,P00051,U001994,1,Worst product I've ever bought.,24,True,2022-07-07
R0004024,P00067,U001761,4,"Good value for money, will recommend.",97,True,2023-01-03
R0004025,P00058,U000871,4,"High quality, just as expected.",51,True,2022-03-11
R0004026,P00110,U000130,3,Average quality. Does the job.,66,True,2020-04-02
R0004027,P00021,U001313,3,"It's okay, expected a bit more.",169,False,2023-07-17
R0004028,P00302,U001663,3,"Works fine, instructions could be clearer.",25,True,2019-04-28
R0004029,P00112,U001057,3,Neither great nor terrible. Fair price.,3,False,2022-01-13
R0004030,P00034,U001474,5,"Fantastic product, exactly as described.",19,False,2021-05-16
R0004031,P00114,U000550,3,Average quality. Does the job.,142,True,2023-10-02
R0004032,P00398,U000154,1,"Terrible quality, stopped working in a week.",137,False,2022-08-20
R0004033,P00063,U001854,4,"Works great, delivery was slightly delayed.",249,True,2019-02-23
R0004034,P00398,U001694,5,Best purchase I've made in years.,65,True,2021-11-29
R0004035,P00080,U001336,5,Exceeded all my expectations. Would buy again.,94,False,2022-08-13
R0004036,P00380,U001305,4,"Really good product, minor packaging issue.",78,False,2020-08-25
R0004037,P00080,U001837,3,Neither great nor terrible. Fair price.,69,True,2024-12-09
R0004038,P00481,U001507,4,"Works great, delivery was slightly delayed.",208,False,2019-08-20
R0004039,P00340,U000434,3,Decent product but nothing spectacular.,239,True,2019-10-11
R0004040,P00480,U001395,5,Absolutely love this product! Highly recommend.,37,False,2021-04-28
R0004041,P00152,U001208,4,"Works great, delivery was slightly delayed.",24,True,2024-09-21
R0004042,P00096,U000187,4,"Works great, delivery was slightly delayed.",52,True,2021-08-02
R0004043,P00405,U000273,4,"High quality, just as expected.",110,False,2022-11-19
R0004044,P00436,U001707,4,"Works great, delivery was slightly delayed.",107,True,2021-06-09
R0004045,P00125,U000216,4,Very happy with the purchase overall.,11,True,2024-03-11
R0004046,P00394,U001407,3,Neither great nor terrible. Fair price.,232,True,2020-12-09
R0004047,P00280,U000169,1,Very disappointing. Does not match description.,63,True,2020-01-13
R0004048,P00140,U000563,3,Average quality. Does the job.,153,False,2024-05-01
R0004049,P00384,U001934,5,Perfect quality and fast shipping.,45,True,2021-08-17
R0004050,P00134,U001882,4,"High quality, just as expected.",97,False,2023-06-02
R0004051,P00244,U001306,5,Best purchase I've made in years.,82,True,2021-02-07
R0004052,P00040,U000370,5,Best purchase I've made in years.,28,False,2024-07-13
R0004053,P00077,U001287,5,Exceeded all my expectations. Would buy again.,16,True,2022-07-03
R0004054,P00152,U001744,5,"Fantastic product, exactly as described.",162,True,2022-06-30
R0004055,P00486,U001136,3,"Works fine, instructions could be clearer.",161,True,2020-04-14
R0004056,P00418,U000672,5,"Fantastic product, exactly as described.",160,True,2024-11-24
R0004057,P00115,U001761,5,"Fantastic product, exactly as described.",243,True,2022-12-19
R0004058,P00069,U001626,5,Best purchase I've made in years.,205,False,2023-12-09
R0004059,P00112,U001617,3,Decent product but nothing spectacular.,115,True,2020-01-21
R0004060,P00078,U001727,4,"High quality, just as expected.",217,False,2020-01-27
R0004061,P00103,U000812,4,Very happy with the purchase overall.,209,True,2020-03-13
R0004062,P00348,U001496,4,"Really good product, minor packaging issue.",169,True,2024-06-27
R0004063,P00167,U001718,3,Average quality. Does the job.,212,True,2021-02-11
R0004064,P00178,U000202,3,Decent product but nothing spectacular.,34,True,2020-10-29
R0004065,P00397,U001244,5,Perfect quality and fast shipping.,186,True,2024-03-19
R0004066,P00209,U000928,5,Exceeded all my expectations. Would buy again.,106,False,2024-08-20
R0004067,P00211,U001939,5,"Fantastic product, exactly as described.",145,False,2024-06-10
R0004068,P00278,U001518,4,"Really good product, minor packaging issue.",15,True,2022-04-14
R0004069,P00047,U000040,4,"High quality, just as expected.",83,True,2023-02-05
R0004070,P00172,U001749,3,Decent product but nothing spectacular.,63,True,2022-04-21
R0004071,P00045,U000849,5,Absolutely love this product! Highly recommend.,175,True,2020-06-21
R0004072,P00339,U001412,3,Neither great nor terrible. Fair price.,91,True,2023-07-05
R0004073,P00268,U000545,5,"Fantastic product, exactly as described.",93,True,2023-06-01
R0004074,P00200,U000903,5,Best purchase I've made in years.,1,False,2019-06-17
R0004075,P00412,U000810,1,Returning immediately. Not as advertised.,178,False,2023-09-10
R0004076,P00346,U001403,4,"Good value for money, will recommend.",34,True,2021-10-22
R0004077,P00213,U001638,5,"Fantastic product, exactly as described.",66,True,2019-06-06
R0004078,P00498,U001326,5,Best purchase I've made in years.,144,True,2023-03-02
R0004079,P00411,U000622,5,Best purchase I've made in years.,14,False,2021-10-23
R0004080,P00020,U001263,3,Neither great nor terrible. Fair price.,97,True,2021-04-09
R0004081,P00450,U000747,5,"Fantastic product, exactly as described.",151,False,2024-08-05
R0004082,P00144,U001316,3,Neither great nor terrible. Fair price.,241,True,2020-03-13
R0004083,P00272,U000021,5,Exceeded all my expectations. Would buy again.,45,True,2019-11-18
R0004084,P00464,U001351,5,Exceeded all my expectations. Would buy again.,149,True,2019-03-13
R0004085,P00123,U000193,4,"Good value for money, will recommend.",127,True,2025-01-06
R0004086,P00285,U001381,5,Perfect quality and fast shipping.,248,True,2021-01-17
R0004087,P00099,U000236,4,"Works great, delivery was slightly delayed.",231,False,2019-05-10
R0004088,P00302,U000237,3,Neither great nor terrible. Fair price.,27,False,2022-01-31
R0004089,P00271,U000623,5,Best purchase I've made in years.,139,True,2019-09-27
R0004090,P00470,U000093,3,Neither great nor terrible. Fair price.,125,True,2020-09-23
R0004091,P00183,U001668,1,Returning immediately. Not as advertised.,208,False,2022-05-31
R0004092,P00340,U000973,3,"It's okay, expected a bit more.",37,True,2022-04-22
R0004093,P00319,U001044,3,Neither great nor terrible. Fair price.,240,True,2020-10-03
R0004094,P00470,U001169,3,"It's okay, expected a bit more.",30,True,2019-06-18
R0004095,P00317,U000224,5,Best purchase I've made in years.,226,True,2019-02-18
R0004096,P00466,U001270,5,Exceeded all my expectations. Would buy again.,148,True,2019-02-08
R0004097,P00232,U000653,3,Decent product but nothing spectacular.,59,True,2025-02-25
R0004098,P00196,U001233,1,Returning immediately. Not as advertised.,141,True,2023-03-13
R0004099,P00496,U000060,5,Absolutely love this product! Highly recommend.,117,True,2024-11-08
R0004100,P00013,U000967,5,"Fantastic product, exactly as described.",77,True,2019-03-17
R0004101,P00218,U000787,2,Had issues with the product on arrival.,226,True,2020-12-07
R0004102,P00233,U000698,5,"Fantastic product, exactly as described.",210,False,2020-04-24
R0004103,P00125,U000788,4,"Really good product, minor packaging issue.",107,True,2022-07-09
R0004104,P00442,U001051,4,"High quality, just as expected.",146,True,2022-10-23
R0004105,P00011,U000609,4,"High quality, just as expected.",222,False,2024-01-11
R0004106,P00372,U000279,3,"Works fine, instructions could be clearer.",14,True,2023-09-24
R0004107,P00332,U001172,4,Very happy with the purchase overall.,135,True,2022-06-04
R0004108,P00226,U001984,5,Exceeded all my expectations. Would buy again.,11,True,2022-05-31
R0004109,P00431,U000387,4,"Works great, delivery was slightly delayed.",77,True,2024-07-07
R0004110,P00212,U000114,5,Exceeded all my expectations. Would buy again.,120,True,2022-12-29
R0004111,P00089,U001769,4,"Good value for money, will recommend.",159,True,2020-04-06
R0004112,P00494,U000973,4,"Works great, delivery was slightly delayed.",157,True,2022-10-12
R0004113,P00265,U000962,5,Perfect quality and fast shipping.,1,True,2023-06-20
R0004114,P00381,U001460,5,"Fantastic product, exactly as described.",59,True,2019-08-15
R0004115,P00251,U001455,5,Exceeded all my expectations. Would buy again.,179,False,2020-11-14
R0004116,P00201,U001558,5,"Fantastic product, exactly as described.",189,True,2022-10-23
R0004117,P00321,U001433,1,Returning immediately. Not as advertised.,185,True,2020-06-12
R0004118,P00257,U000417,4,"Really good product, minor packaging issue.",242,True,2023-11-03
R0004119,P00175,U001834,5,Absolutely love this product! Highly recommend.,182,True,2022-09-09
R0004120,P00262,U001824,4,"High quality, just as expected.",143,True,2024-04-14
R0004121,P00184,U000917,5,Exceeded all my expectations. Would buy again.,191,True,2022-10-21
R0004122,P00321,U000165,2,Would not buy this again.,173,False,2020-06-18
R0004123,P00255,U001961,1,Very disappointing. Does not match description.,129,True,2024-03-29
R0004124,P00373,U001543,5,Exceeded all my expectations. Would buy again.,190,True,2023-04-29
R0004125,P00493,U000526,5,Perfect quality and fast shipping.,198,True,2020-11-29
R0004126,P00167,U000068,5,Best purchase I've made in years.,13,True,2024-01-09
R0004127,P00173,U000287,5,Absolutely love this product! Highly recommend.,227,True,2020-06-28
R0004128,P00143,U000935,4,"Good value for money, will recommend.",168,True,2023-12-09
R0004129,P00481,U000490,4,"Really good product, minor packaging issue.",101,True,2022-04-14
R0004130,P00431,U001018,3,Neither great nor terrible. Fair price.,18,True,2022-03-27
R0004131,P00468,U001289,4,Very happy with the purchase overall.,229,False,2021-12-23
R0004132,P00356,U000621,5,"Fantastic product, exactly as described.",73,True,2025-01-02
R0004133,P00132,U000488,5,Best purchase I've made in years.,52,True,2020-03-03
R0004134,P00386,U000268,3,"It's okay, expected a bit more.",59,False,2021-04-12
R0004135,P00250,U001161,1,"Terrible quality, stopped working in a week.",129,True,2023-08-28
R0004136,P00222,U001843,4,"Good value for money, will recommend.",145,True,2021-01-29
R0004137,P00262,U001275,5,Exceeded all my expectations. Would buy again.,205,False,2023-11-19
R0004138,P00113,U001858,2,Disappointed with the build quality.,235,False,2019-04-11
R0004139,P00345,U001370,3,Neither great nor terrible. Fair price.,139,True,2023-03-30
R0004140,P00093,U000988,5,"Fantastic product, exactly as described.",93,True,2021-03-01
R0004141,P00193,U001807,2,Disappointed with the build quality.,38,True,2024-03-15
R0004142,P00075,U000681,3,Neither great nor terrible. Fair price.,144,True,2024-02-25
R0004143,P00151,U001149,3,Neither great nor terrible. Fair price.,203,False,2022-04-20
R0004144,P00289,U000462,4,"Really good product, minor packaging issue.",11,True,2020-08-10
R0004145,P00367,U000355,5,Exceeded all my expectations. Would buy again.,141,True,2022-12-01
R0004146,P00025,U000658,3,"Works fine, instructions could be clearer.",76,True,2020-08-06
R0004147,P00279,U001239,3,Neither great nor terrible. Fair price.,194,True,2024-02-24
R0004148,P00270,U000249,2,Not what I expected. Quality is lacking.,31,True,2022-01-11
R0004149,P00137,U000464,3,Neither great nor terrible. Fair price.,5,True,2023-02-21
R0004150,P00262,U001424,1,"Terrible quality, stopped working in a week.",212,False,2019-11-18
R0004151,P00495,U000123,5,Absolutely love this product! Highly recommend.,177,True,2020-03-22
R0004152,P00280,U000458,4,"High quality, just as expected.",121,True,2024-05-30
R0004153,P00015,U000357,5,"Fantastic product, exactly as described.",186,True,2022-12-04
R0004154,P00387,U000152,4,"Works great, delivery was slightly delayed.",117,True,2023-01-30
R0004155,P00218,U000430,2,Had issues with the product on arrival.,168,True,2023-12-03
R0004156,P00280,U001600,5,Exceeded all my expectations. Would buy again.,110,True,2021-04-07
R0004157,P00112,U000859,5,Exceeded all my expectations. Would buy again.,29,True,2022-08-08
R0004158,P00165,U000305,3,"Works fine, instructions could be clearer.",238,False,2020-06-11
R0004159,P00273,U001658,5,Absolutely love this product! Highly recommend.,41,False,2024-05-05
R0004160,P00165,U000199,2,Would not buy this again.,193,True,2024-02-08
R0004161,P00284,U000638,4,"Works great, delivery was slightly delayed.",239,False,2024-11-21
R0004162,P00487,U001477,4,"Really good product, minor packaging issue.",143,True,2021-01-30
R0004163,P00428,U001926,3,"Works fine, instructions could be clearer.",122,True,2024-07-13
R0004164,P00093,U001388,2,Would not buy this again.,133,False,2021-05-06
R0004165,P00277,U000356,5,Best purchase I've made in years.,72,True,2021-01-22
R0004166,P00483,U000328,4,Very happy with the purchase overall.,7,True,2020-09-29
R0004167,P00057,U001255,5,Absolutely love this product! Highly recommend.,118,True,2022-10-05
R0004168,P00064,U001888,5,Perfect quality and fast shipping.,170,True,2023-01-31
R0004169,P00227,U000390,5,Absolutely love this product! Highly recommend.,78,True,2023-02-08
R0004170,P00424,U000863,3,"It's okay, expected a bit more.",40,True,2019-05-28
R0004171,P00197,U001075,5,Best purchase I've made in years.,92,True,2019-06-08
R0004172,P00359,U000529,4,Very happy with the purchase overall.,91,True,2021-08-14
R0004173,P00102,U001292,4,"Really good product, minor packaging issue.",33,True,2020-10-04
R0004174,P00133,U000165,5,"Fantastic product, exactly as described.",245,True,2024-03-09
R0004175,P00437,U001864,4,"Good value for money, will recommend.",95,True,2022-07-03
R0004176,P00143,U001042,3,"It's okay, expected a bit more.",137,True,2023-04-02
R0004177,P00284,U000282,4,"Really good product, minor packaging issue.",23,True,2024-08-17
R0004178,P00365,U000367,4,"Good value for money, will recommend.",169,True,2020-01-29
R0004179,P00260,U000141,5,Absolutely love this product! Highly recommend.,169,True,2022-01-27
R0004180,P00249,U000132,2,Had issues with the product on arrival.,6,True,2023-01-23
R0004181,P00382,U001958,4,Very happy with the purchase overall.,26,True,2022-11-11
R0004182,P00339,U001375,5,"Fantastic product, exactly as described.",18,False,2019-12-05
R0004183,P00347,U001375,5,"Fantastic product, exactly as described.",145,False,2022-10-25
R0004184,P00381,U000267,5,Absolutely love this product! Highly recommend.,1,True,2024-04-11
R0004185,P00023,U000339,5,Absolutely love this product! Highly recommend.,161,True,2019-07-19
R0004186,P00062,U000682,5,Exceeded all my expectations. Would buy again.,110,False,2024-03-04
R0004187,P00499,U000988,5,Absolutely love this product! Highly recommend.,191,True,2023-05-05
R0004188,P00158,U001370,4,"Good value for money, will recommend.",128,False,2023-03-28
R0004189,P00234,U000095,4,"Really good product, minor packaging issue.",196,False,2019-12-03
R0004190,P00108,U000600,5,Perfect quality and fast shipping.,170,True,2023-11-28
R0004191,P00078,U000914,5,Best purchase I've made in years.,113,False,2023-06-02
R0004192,P00489,U001432,5,Perfect quality and fast shipping.,25,False,2021-12-07
R0004193,P00118,U000776,3,"Works fine, instructions could be clearer.",89,True,2024-02-03
R0004194,P00293,U001528,5,Best purchase I've made in years.,236,True,2024-10-12
R0004195,P00150,U000884,4,Very happy with the purchase overall.,246,True,2021-08-06
R0004196,P00221,U001682,5,Perfect quality and fast shipping.,222,True,2022-01-07
R0004197,P00275,U000319,4,Very happy with the purchase overall.,72,True,2022-01-12
R0004198,P00458,U001279,4,"Works great, delivery was slightly delayed.",183,True,2019-02-17
R0004199,P00412,U000462,4,"Works great, delivery was slightly delayed.",49,True,2022-10-23
R0004200,P00056,U000145,4,"Works great, delivery was slightly delayed.",86,True,2019-09-19
R0004201,P00105,U000618,5,Absolutely love this product! Highly recommend.,66,True,2021-12-03
R0004202,P00355,U001544,5,Best purchase I've made in years.,61,False,2019-02-21
R0004203,P00166,U000300,5,Exceeded all my expectations. Would buy again.,40,True,2019-02-11
R0004204,P00036,U000488,3,"It's okay, expected a bit more.",85,True,2023-09-20
R0004205,P00377,U001137,5,Best purchase I've made in years.,195,False,2024-08-04
R0004206,P00496,U001130,3,Average quality. Does the job.,32,False,2020-04-01
R0004207,P00239,U001896,5,Absolutely love this product! Highly recommend.,47,True,2022-05-15
R0004208,P00052,U000786,2,Customer service was unhelpful.,201,True,2023-09-08
R0004209,P00334,U000624,2,Not what I expected. Quality is lacking.,142,True,2024-03-07
R0004210,P00161,U000326,1,"Terrible quality, stopped working in a week.",28,True,2023-11-27
R0004211,P00096,U001518,5,Perfect quality and fast shipping.,20,True,2024-02-28
R0004212,P00093,U000853,4,Very happy with the purchase overall.,105,True,2023-07-04
R0004213,P00114,U000134,4,"Good value for money, will recommend.",59,True,2019-02-25
R0004214,P00111,U001793,5,Exceeded all my expectations. Would buy again.,152,True,2024-05-26
R0004215,P00383,U000235,1,Worst product I've ever bought.,250,False,2021-10-26
R0004216,P00434,U001184,3,"Works fine, instructions could be clearer.",17,True,2021-03-26
R0004217,P00007,U000619,5,Perfect quality and fast shipping.,153,False,2021-05-14
R0004218,P00258,U000825,3,Decent product but nothing spectacular.,150,True,2025-02-04
R0004219,P00222,U000511,4,"Good value for money, will recommend.",74,True,2023-03-31
R0004220,P00287,U000645,3,Decent product but nothing spectacular.,113,False,2024-09-25
R0004221,P00230,U000819,2,Had issues with the product on arrival.,132,True,2021-08-27
R0004222,P00345,U001521,5,Exceeded all my expectations. Would buy again.,25,True,2024-03-09
R0004223,P00381,U000287,1,Returning immediately. Not as advertised.,202,True,2022-04-06
R0004224,P00230,U000967,3,Average quality. Does the job.,38,True,2022-09-08
R0004225,P00211,U001395,3,Neither great nor terrible. Fair price.,211,True,2020-06-28
R0004226,P00110,U000014,5,Best purchase I've made in years.,231,True,2023-06-01
R0004227,P00009,U000770,5,Perfect quality and fast shipping.,245,True,2025-02-05
R0004228,P00037,U000170,5,"Fantastic product, exactly as described.",152,False,2019-05-31
R0004229,P00101,U000939,5,Exceeded all my expectations. Would buy again.,74,True,2025-01-14
R0004230,P00263,U000449,4,"Works great, delivery was slightly delayed.",224,False,2021-03-05
R0004231,P00270,U000921,3,Decent product but nothing spectacular.,132,True,2019-01-23
R0004232,P00192,U001812,4,"High quality, just as expected.",95,True,2024-05-17
R0004233,P00127,U001459,4,"Good value for money, will recommend.",51,True,2020-08-16
R0004234,P00062,U001332,3,Neither great nor terrible. Fair price.,239,True,2024-04-24
