order_id,user_id,order_date,product_ids,num_items,order_total,payment_method,status,delivery_days
O0006119,U001775,2023-09-09 04:46:28,P00242×1|P00494×5,2,6288.35,Gift Card,Processing,
O0006120,U000375,2020-02-29 00:15:38,P00423×5|P00032×3|P00365×3|P00345×1,4,6400.73,Debit Card,Processing,
O0006121,U000550,2019-10-14 20:16:54,P00207×5,1,3108.15,Apple Pay,Delivered,11
O0006122,U000524,2019-11-08 13:15:16,P00032×2,1,732.98,Apple Pay,Delivered,3
O0006123,U000702,2024-04-19 07:33:58,P00135×1|P00266×3|P00059×3,3,1883.32,Apple Pay,Processing,
O0006124,U001698,2020-07-31 08:36:16,P00313×1|P00279×3,2,4074.21,Google Pay,Shipped,8
O0006125,U001999,2022-09-11 23:26:40,P00340×4,1,1132.92,Gift Card,Delivered,11
O0006126,U000197,2020-06-12 23:00:20,P00075×1|P00298×3|P00064×2,3,5557.89,Google Pay,Delivered,4
O0006127,U000555,2020-10-09 10:08:28,P00184×2|P00116×4|P00099×5|P00279×4|P00153×5,5,11691.26,Bank Transfer,Delivered,9
O0006128,U001335,2019-06-06 13:13:19,P00061×1,1,818.85,Debit Card,Returned,9
O0006129,U000699,2022-02-02 12:07:00,P00023×5|P00330×5,2,8362.3,PayPal,Delivered,1
O0006130,U000388,2021-11-24 12:05:25,P00027×4,1,2452.68,PayPal,Delivered,6
O0006131,U001504,2023-12-20 04:55:12,P00187×3|P00041×2,2,4176.02,Bank Transfer,Processing,
O0006132,U001590,2019-04-18 22:02:14,P00177×3|P00483×5,2,5923.45,PayPal,Delivered,12
O0006133,U001819,2024-01-17 06:02:39,P00387×3|P00352×3|P00009×5,3,3750.6,PayPal,Delivered,2
O0006134,U000374,2019-11-01 03:52:49,P00108×5|P00038×3|P00428×5,3,10292.45,Bank Transfer,Processing,
O0006135,U000602,2023-05-15 21:15:10,P00466×5|P00068×3|P00095×5|P00430×4,4,10882.95,Google Pay,Delivered,14
O0006136,U000607,2024-02-07 02:03:14,P00487×2,1,1997.46,Apple Pay,Processing,
O0006137,U000008,2024-07-02 04:21:57,P00315×3|P00440×4|P00165×5|P00422×4,4,9441.83,Google Pay,Delivered,12
O0006138,U000584,2020-09-04 19:01:40,P00223×2,1,974.62,Gift Card,Delivered,9
O0006139,U001373,2023-10-18 08:00:15,P00007×1|P00370×2|P00173×1|P00369×1,4,2927.54,PayPal,Processing,
O0006140,U001784,2022-03-30 04:03:28,P00303×1|P00373×4|P00449×4|P00145×3,4,6065.51,Credit Card,Delivered,14
O0006141,U001839,2024-05-07 23:28:10,P00200×1|P00115×1|P00457×3,3,2200.47,Debit Card,Delivered,14
O0006142,U001391,2019-05-06 22:37:18,P00104×3|P00164×1|P00298×4,3,7432.98,Apple Pay,Delivered,11
O0006143,U001835,2021-10-20 18:32:21,P00429×3|P00388×1,2,3673.95,Google Pay,Shipped,5
O0006144,U001909,2022-10-08 11:11:19,P00373×5,1,3359.9,PayPal,Returned,3
O0006145,U001414,2024-03-27 12:28:28,P00370×3|P00348×4,2,3135.62,Debit Card,Delivered,14
O0006146,U000937,2024-08-02 08:56:13,P00052×4,1,2922.28,Gift Card,Delivered,14
O0006147,U000746,2021-09-07 01:28:57,P00202×3,1,1656.3,Apple Pay,Cancelled,
O0006148,U000028,2022-04-04 10:46:34,P00125×4,1,519.4,Google Pay,Delivered,2
O0006149,U000917,2022-08-05 10:32:16,P00029×4,1,175.28,Apple Pay,Delivered,10
O0006150,U000800,2020-07-24 15:49:33,P00316×4|P00454×2,2,2814.36,Google Pay,Delivered,4
O0006151,U000638,2024-02-10 00:18:16,P00217×3,1,62.4,Google Pay,Cancelled,
O0006152,U000172,2025-01-24 21:08:02,P00096×5,1,6891.0,Apple Pay,Delivered,13
O0006153,U000583,2021-06-19 01:29:30,P00323×2,1,1399.64,Bank Transfer,Delivered,4
O0006154,U001433,2019-06-23 08:43:38,P00379×5,1,2800.4,Apple Pay,Delivered,7
O0006155,U000979,2019-05-21 04:25:16,P00350×3,1,1882.56,PayPal,Delivered,1
O0006156,U000420,2024-11-16 15:33:56,P00281×4,1,2905.28,Credit Card,Processing,
O0006157,U001378,2021-08-19 02:23:04,P00340×1|P00186×4|P00472×1,3,3994.19,Google Pay,Shipped,9
O0006158,U001733,2023-09-18 21:56:38,P00155×4,1,543.24,Apple Pay,Processing,
O0006159,U000013,2022-04-30 12:40:58,P00343×1|P00491×2|P00190×4|P00439×2|P00232×2,5,6522.19,Gift Card,Delivered,5
O0006160,U000267,2020-07-08 20:35:00,P00221×5|P00208×2,2,5878.06,Credit Card,Delivered,2
O0006161,U000936,2021-11-11 20:52:24,P00199×4,1,2948.44,Apple Pay,Returned,4
O0006162,U001244,2024-10-14 11:49:05,P00468×4,1,1484.56,Credit Card,Processing,
O0006163,U001850,2023-03-18 08:15:38,P00349×2,1,721.36,Gift Card,Processing,
O0006164,U000847,2022-07-04 10:52:54,P00229×4,1,5339.76,PayPal,Delivered,12
O0006165,U000886,2022-12-29 23:06:03,P00355×3,1,926.73,Apple Pay,Shipped,1
O0006166,U001839,2019-12-08 19:55:30,P00203×2,1,659.66,Bank Transfer,Cancelled,
O0006167,U001675,2023-12-14 15:15:03,P00441×3,1,113.85,Gift Card,Shipped,12
O0006168,U000919,2021-03-26 17:44:46,P00353×4,1,4157.0,Credit Card,Delivered,7
O0006169,U000555,2022-08-06 05:45:26,P00466×5|P00095×1,2,3262.73,Gift Card,Delivered,1
O0006170,U001185,2024-06-27 21:37:21,P00472×1|P00175×5,2,7076.82,Gift Card,Delivered,4
O0006171,U000418,2023-03-06 19:36:06,P00390×2|P00009×1,2,194.25,Debit Card,Returned,6
O0006172,U000807,2021-11-22 21:51:31,P00497×1|P00248×5|P00005×3,3,7155.86,Debit Card,Delivered,2
O0006173,U001228,2022-04-12 14:59:12,P00279×4|P00347×2,2,6719.3,Google Pay,Delivered,5
O0006174,U001266,2022-07-18 14:53:51,P00310×1|P00187×1,2,506.12,Credit Card,Shipped,14
O0006175,U000398,2024-01-02 19:27:40,P00278×5,1,3050.55,PayPal,Delivered,7
O0006176,U000437,2019-03-29 19:25:39,P00336×3|P00392×3,2,4257.66,Credit Card,Cancelled,
O0006177,U000201,2024-06-18 14:24:51,P00039×2|P00203×1|P00208×4|P00326×2,4,7091.15,Credit Card,Returned,6
O0006178,U000582,2022-07-26 21:43:54,P00100×1|P00294×3,2,2835.02,Gift Card,Delivered,13
O0006179,U001055,2019-01-19 22:07:23,P00264×4|P00288×3|P00470×5,3,2952.94,Bank Transfer,Delivered,9
O0006180,U001453,2021-02-25 07:29:43,P00185×1|P00272×2|P00363×3,3,5242.4,Gift Card,Processing,
O0006181,U001564,2019-07-27 01:32:45,P00257×5|P00236×5,2,8193.5,Google Pay,Processing,
O0006182,U001553,2024-11-08 22:26:28,P00291×3,1,1780.14,Bank Transfer,Delivered,13
O0006183,U001769,2023-08-10 03:19:26,P00352×5|P00138×1|P00173×3,3,3256.2,Gift Card,Cancelled,
O0006184,U001761,2024-07-18 16:54:23,P00465×5|P00416×5|P00104×3,3,6888.32,Credit Card,Delivered,3
O0006185,U000811,2024-12-15 06:09:24,P00142×4,1,2048.8,Bank Transfer,Delivered,11
O0006186,U001061,2022-02-16 14:31:12,P00152×4,1,4880.72,Apple Pay,Shipped,4
O0006187,U000890,2019-12-10 08:12:53,P00184×4,1,2179.12,Credit Card,Delivered,4
O0006188,U001702,2022-09-14 20:57:13,P00300×4,1,3889.6,Credit Card,Delivered,4
O0006189,U000404,2021-12-29 20:02:09,P00102×2|P00447×4|P00287×5,3,7065.14,Bank Transfer,Delivered,13
O0006190,U001300,2024-05-19 19:06:34,P00021×1,1,212.7,Gift Card,Cancelled,
O0006191,U000675,2021-01-23 04:03:07,P00431×4|P00362×2,2,5024.24,Credit Card,Delivered,10
O0006192,U000363,2022-06-12 15:45:08,P00165×2,1,56.7,Gift Card,Delivered,5
O0006193,U001669,2022-10-20 06:00:52,P00190×2,1,1200.82,Gift Card,Delivered,1
O0006194,U001822,2019-08-02 22:38:10,P00250×4|P00159×1|P00316×4|P00066×5|P00420×2,5,7748.56,Google Pay,Delivered,9
O0006195,U001253,2024-09-03 02:01:50,P00069×1|P00404×2,2,1026.79,Apple Pay,Shipped,5
O0006196,U000758,2024-11-06 06:59:12,P00409×2,1,2147.54,Gift Card,Delivered,2
O0006197,U001384,2023-12-22 03:07:27,P00241×1|P00204×1|P00328×5,3,2217.85,Apple Pay,Shipped,7
O0006198,U000084,2021-08-08 18:33:42,P00224×3|P00239×5,2,6777.13,Bank Transfer,Delivered,13
O0006199,U000463,2024-07-28 17:31:01,P00488×4,1,3106.0,Credit Card,Cancelled,
O0006200,U001436,2022-01-31 19:47:21,P00482×4|P00441×2,2,2421.86,Bank Transfer,Cancelled,
O0006201,U000504,2024-10-10 06:16:09,P00209×1,1,1359.02,Credit Card,Returned,14
O0006202,U000497,2020-07-12 16:17:28,P00110×4|P00036×4,2,1906.32,Debit Card,Delivered,3
O0006203,U000876,2019-05-03 00:30:38,P00226×5|P00118×1,2,2144.44,Apple Pay,Delivered,4
O0006204,U000702,2021-04-24 13:02:09,P00371×4,1,482.04,Credit Card,Returned,3
O0006205,U001040,2019-01-28 11:26:41,P00176×5|P00374×3|P00270×1,3,8448.64,PayPal,Delivered,11
O0006206,U000158,2023-10-01 13:52:44,P00270×2|P00369×1,2,2321.36,Google Pay,Shipped,14
O0006207,U000134,2023-03-20 15:47:57,P00405×4|P00127×2|P00325×2|P00194×3,4,12933.39,Google Pay,Delivered,7
O0006208,U000776,2022-05-25 08:35:19,P00498×2|P00248×1|P00220×1|P00478×4,4,6494.57,Google Pay,Delivered,4
O0006209,U000967,2023-04-19 04:38:32,P00462×4,1,3950.88,Gift Card,Returned,5
O0006210,U001736,2021-04-14 23:40:59,P00498×3,1,3254.25,Bank Transfer,Delivered,1
O0006211,U001075,2024-09-20 00:05:51,P00086×3|P00191×3,2,2522.52,PayPal,Delivered,13
O0006212,U000714,2021-02-02 11:19:05,P00286×5,1,3346.3,Google Pay,Delivered,8
O0006213,U001288,2019-05-26 23:47:55,P00050×5,1,2944.2,Debit Card,Delivered,1
O0006214,U000714,2024-01-09 11:46:24,P00352×5|P00403×5|P00234×5,3,8948.85,PayPal,Shipped,4
O0006215,U000014,2019-06-03 21:24:18,P00267×4|P00390×3|P00425×2|P00218×5,4,9247.58,Credit Card,Cancelled,
O0006216,U000470,2023-09-13 10:24:33,P00373×4|P00303×4,2,3261.12,Gift Card,Cancelled,
O0006217,U001562,2019-03-31 14:13:55,P00217×3|P00402×2|P00005×4,3,3752.68,Bank Transfer,Cancelled,
O0006218,U000082,2022-07-01 13:00:20,P00123×3|P00309×5,2,5618.05,PayPal,Processing,
O0006219,U001798,2021-07-20 11:29:04,P00456×2|P00475×5,2,3101.33,Bank Transfer,Shipped,11
O0006220,U000017,2022-06-30 21:53:40,P00188×1|P00112×4|P00477×4|P00460×5,4,9684.06,Apple Pay,Delivered,1
O0006221,U000528,2022-10-11 15:22:48,P00398×5|P00478×1|P00492×3,3,7145.28,Gift Card,Shipped,11
O0006222,U001404,2020-02-12 10:05:20,P00159×5|P00129×2|P00179×3,3,6804.73,PayPal,Delivered,10
O0006223,U000221,2023-10-01 23:41:20,P00004×5,1,3801.45,PayPal,Delivered,3
O0006224,U000199,2019-10-31 17:54:27,P00294×3|P00104×5,2,5072.2,Credit Card,Processing,
O0006225,U001821,2022-05-27 03:15:43,P00393×3|P00267×4,2,5613.59,Bank Transfer,Processing,
O0006226,U000135,2019-09-15 03:28:29,P00144×4|P00433×1,2,4359.13,Bank Transfer,Delivered,5
O0006227,U000213,2024-09-30 02:50:38,P00461×1|P00283×1,2,692.68,PayPal,Delivered,6
O0006228,U000822,2020-02-07 23:14:33,P00451×3,1,1828.59,Debit Card,Delivered,7
O0006229,U000447,2021-11-22 17:04:14,P00017×4|P00093×5|P00481×4|P00394×3,4,10770.12,Bank Transfer,Cancelled,
O0006230,U001736,2023-09-10 21:29:49,P00247×4,1,2131.84,Apple Pay,Delivered,4
O0006231,U000874,2020-03-27 03:24:31,P00015×2|P00113×3|P00472×3,3,4310.68,Credit Card,Cancelled,
O0006232,U001151,2021-05-03 12:48:40,P00184×5,1,2723.9,Google Pay,Delivered,14
O0006233,U001817,2024-11-11 17:27:28,P00136×3,1,404.1,Google Pay,Shipped,2
O0006234,U001225,2024-11-15 09:23:55,P00263×4|P00105×2,2,7111.38,Bank Transfer,Delivered,13
O0006235,U001698,2019-06-30 23:00:53,P00426×4|P00273×1|P00302×1|P00324×3,4,4984.74,Debit Card,Delivered,10
O0006236,U000858,2020-09-05 02:03:48,P00085×5,1,5786.45,Google Pay,Delivered,1
O0006237,U000567,2020-04-18 07:10:44,P00126×2,1,874.12,Gift Card,Cancelled,
O0006238,U000264,2023-03-01 14:52:01,P00358×1,1,1051.98,Google Pay,Cancelled,
O0006239,U000211,2023-11-17 07:31:01,P00177×5,1,643.25,Bank Transfer,Delivered,14
O0006240,U001526,2023-04-14 10:00:30,P00229×3|P00482×4|P00034×4,3,8646.78,Credit Card,Delivered,8
O0006241,U001709,2019-12-28 08:02:57,P00104×2,1,1397.08,Google Pay,Shipped,9
O0006242,U000104,2024-07-14 15:08:21,P00206×5|P00073×4,2,3350.38,Apple Pay,Shipped,13
O0006243,U000228,2023-11-18 13:21:48,P00383×5,1,954.9,Debit Card,Delivered,4
O0006244,U001406,2025-01-21 02:56:55,P00396×2|P00395×4|P00482×1,3,4785.69,Credit Card,Shipped,11
O0006245,U001051,2023-08-12 11:59:02,P00116×3|P00171×2|P00339×3|P00285×3,4,5825.3,Apple Pay,Shipped,1
O0006246,U001744,2023-09-01 09:57:02,P00396×1|P00261×3|P00407×5|P00162×3,4,2720.38,Gift Card,Delivered,11
O0006247,U000515,2022-12-23 21:07:13,P00092×4|P00258×3|P00254×2|P00199×5,4,16637.48,Apple Pay,Shipped,7
O0006248,U000838,2021-11-30 04:12:44,P00040×5|P00160×2,2,5520.38,Debit Card,Returned,11
O0006249,U000629,2020-09-22 00:41:46,P00442×2|P00408×4|P00103×3,3,4398.4,Debit Card,Delivered,14
O0006250,U000107,2021-07-18 15:25:07,P00308×5|P00326×1,2,3465.76,Google Pay,Delivered,13
O0006251,U001977,2021-07-10 15:20:20,P00267×2,1,1821.7,Apple Pay,Delivered,6
O0006252,U001250,2020-02-02 00:57:01,P00293×5|P00489×4,2,10247.78,Apple Pay,Delivered,14
O0006253,U001897,2025-01-19 15:07:46,P00142×2,1,1024.4,Gift Card,Delivered,10
O0006254,U001936,2020-06-05 02:41:54,P00413×2,1,9.14,PayPal,Delivered,11
O0006255,U001814,2020-01-09 11:07:01,P00015×2|P00019×3,2,3491.38,Apple Pay,Delivered,7
O0006256,U001542,2019-07-24 01:57:39,P00464×2,1,1411.3,Gift Card,Shipped,14
O0006257,U000311,2021-02-23 06:11:41,P00079×4,1,1877.6,Apple Pay,Delivered,13
O0006258,U000314,2019-04-29 05:40:57,P00488×3|P00080×3|P00371×4,3,3381.3,PayPal,Delivered,11
O0006259,U001905,2019-06-17 09:11:52,P00401×1|P00254×4,2,7599.54,Apple Pay,Cancelled,
O0006260,U000097,2023-10-25 10:10:24,P00027×3,1,1839.51,PayPal,Cancelled,
O0006261,U000991,2023-04-27 04:16:56,P00181×2|P00120×3|P00466×4,3,6036.92,Bank Transfer,Cancelled,
O0006262,U001138,2022-11-26 20:30:10,P00106×4,1,2294.28,Credit Card,Delivered,11
O0006263,U001578,2024-11-09 14:01:54,P00347×3,1,2185.95,Google Pay,Cancelled,
O0006264,U001749,2024-11-07 22:08:34,P00329×4|P00207×5|P00317×1|P00055×5,4,12703.58,Bank Transfer,Delivered,9
O0006265,U000999,2019-10-02 16:54:45,P00470×1|P00408×5|P00259×4,3,6565.62,Google Pay,Delivered,3
O0006266,U000484,2021-04-10 13:01:19,P00239×4|P00266×1,2,3838.77,Bank Transfer,Delivered,10
O0006267,U000746,2022-06-03 21:06:17,P00177×1|P00440×1,2,667.39,Debit Card,Returned,1
O0006268,U001697,2023-02-22 14:38:51,P00463×5,1,378.1,Credit Card,Shipped,13
O0006269,U000597,2021-10-17 15:58:38,P00336×3,1,2105.91,Google Pay,Cancelled,
O0006270,U001646,2020-08-24 18:33:34,P00415×5|P00029×4,2,3544.18,Credit Card,Cancelled,
O0006271,U001921,2020-09-29 16:57:01,P00475×2|P00155×4|P00217×3|P00434×2,4,3520.98,Credit Card,Delivered,4
O0006272,U000965,2024-07-08 22:04:39,P00260×1|P00100×3|P00229×4,3,10041.83,Debit Card,Delivered,1
O0006273,U000191,2022-06-18 04:22:49,P00202×2|P00351×5|P00010×2|P00383×4|P00190×4,5,7802.6,Bank Transfer,Cancelled,
O0006274,U001205,2022-04-19 14:44:46,P00120×2,1,415.84,Credit Card,Delivered,5
O0006275,U000290,2023-04-01 06:46:45,P00129×2|P00367×5|P00261×5|P00420×4,4,7401.38,Credit Card,Delivered,3
O0006276,U001029,2019-02-25 09:49:10,P00283×4,1,1384.72,Google Pay,Delivered,12
O0006277,U001067,2024-01-07 16:47:55,P00099×3|P00187×5,2,4088.99,Bank Transfer,Delivered,3
O0006278,U001380,2021-05-25 17:05:09,P00255×5,1,5107.35,Google Pay,Delivered,3
O0006279,U000609,2020-01-23 00:16:46,P00318×5,1,3587.55,Apple Pay,Shipped,2
O0006280,U001483,2020-01-10 05:00:37,P00291×2,1,1186.76,Debit Card,Processing,
O0006281,U001561,2020-05-05 02:48:05,P00266×5,1,2841.65,Debit Card,Shipped,3
O0006282,U001441,2021-08-09 07:03:01,P00235×5|P00164×4,2,4499.76,Debit Card,Delivered,1
O0006283,U000763,2021-11-08 05:49:58,P00147×3|P00413×3|P00145×2|P00014×2,4,5694.75,Apple Pay,Shipped,5
O0006284,U000231,2023-01-21 09:41:04,P00216×2|P00428×3|P00318×5|P00021×5,4,8320.28,Gift Card,Delivered,2
O0006285,U000569,2022-12-30 09:29:56,P00007×5|P00354×4,2,6369.24,Apple Pay,Cancelled,
O0006286,U001054,2022-01-11 21:15:44,P00254×4|P00385×1,2,6972.26,Bank Transfer,Shipped,1
O0006287,U000566,2021-08-01 22:15:06,P00488×3|P00161×2|P00385×4,3,8307.7,Google Pay,Delivered,14
O0006288,U000758,2022-11-13 20:21:19,P00110×5,1,1585.3,Apple Pay,Delivered,14
O0006289,U000708,2021-03-05 10:43:00,P00076×4,1,3291.84,Google Pay,Delivered,12
O0006290,U001947,2020-05-09 00:25:59,P00470×3,1,1222.59,Google Pay,Delivered,2
O0006291,U000595,2021-01-22 06:48:16,P00327×1|P00460×1,2,1867.26,Debit Card,Delivered,10
O0006292,U000198,2023-05-07 11:00:18,P00178×3|P00368×1|P00413×2,3,3595.59,Gift Card,Delivered,10
O0006293,U000993,2021-01-03 11:24:15,P00261×5|P00473×4|P00295×1|P00182×4,4,10365.01,Gift Card,Delivered,11
O0006294,U000533,2023-03-16 00:50:45,P00106×4,1,2294.28,Google Pay,Delivered,14
O0006295,U001024,2020-11-22 16:11:37,P00067×5|P00220×2,2,3811.21,Apple Pay,Cancelled,
O0006296,U000539,2021-10-25 03:58:00,P00004×5,1,3801.45,Google Pay,Shipped,11
O0006297,U000500,2019-03-13 11:36:03,P00465×4,1,3607.08,PayPal,Delivered,10
O0006298,U000584,2021-10-16 09:12:04,P00168×5|P00020×3|P00409×5|P00379×1|P00353×4,5,18157.53,PayPal,Processing,
O0006299,U001560,2021-10-22 13:45:09,P00479×2,1,1415.42,Gift Card,Delivered,8
O0006300,U000022,2019-05-04 00:08:23,P00039×5|P00010×1|P00337×4|P00186×1,4,8753.44,Gift Card,Delivered,10
O0006301,U001288,2020-04-08 19:59:39,P00226×4,1,1576.08,Credit Card,Delivered,8
O0006302,U001529,2024-03-26 08:35:46,P00286×4,1,2677.04,PayPal,Delivered,10
O0006303,U000905,2019-08-21 17:23:49,P00109×1,1,1016.06,Bank Transfer,Processing,
O0006304,U000743,2019-07-19 02:26:15,P00149×2|P00166×5|P00484×5,3,6533.57,Debit Card,Delivered,3
O0006305,U001065,2022-12-05 21:27:56,P00198×5|P00433×4,2,7318.17,Credit Card,Returned,5
O0006306,U001738,2023-09-12 11:12:14,P00418×2,1,339.28,Google Pay,Delivered,13
O0006307,U001131,2023-03-07 02:02:59,P00364×1|P00475×5,2,1476.88,Apple Pay,Shipped,11
O0006308,U001110,2024-05-23 09:53:56,P00422×1|P00096×4,2,6895.1,Debit Card,Processing,
O0006309,U000699,2023-01-10 16:33:30,P00178×1|P00425×4,2,5508.44,Apple Pay,Processing,
O0006310,U000649,2020-09-02 14:54:22,P00130×5|P00052×2|P00381×2|P00410×2,4,11747.95,Credit Card,Processing,
O0006311,U000045,2020-07-06 17:46:56,P00206×4,1,1862.64,Bank Transfer,Delivered,8
O0006312,U000353,2022-07-18 18:24:26,P00257×3|P00124×1,2,2808.89,Google Pay,Processing,
O0006313,U001482,2024-09-03 15:46:07,P00093×5|P00439×4|P00258×2|P00360×5,4,13360.58,Debit Card,Shipped,11
O0006314,U000010,2024-01-27 15:10:01,P00160×2,1,2454.08,Bank Transfer,Cancelled,
O0006315,U001707,2021-12-12 11:57:00,P00287×2|P00028×4|P00119×3|P00039×5,4,9082.07,Debit Card,Delivered,2
O0006316,U001434,2024-06-28 00:08:24,P00237×4|P00090×5|P00298×2,3,9621.27,PayPal,Shipped,7
O0006317,U000480,2021-10-07 22:36:47,P00272×3|P00055×2|P00066×4|P00114×1|P00009×1,5,8456.42,Debit Card,Shipped,2
O0006318,U001301,2019-11-29 09:15:47,P00328×1,1,168.98,Debit Card,Cancelled,
O0006319,U000984,2023-10-11 09:41:12,P00270×1,1,650.24,Gift Card,Shipped,11
O0006320,U000291,2021-03-30 22:47:58,P00070×4,1,1755.88,Bank Transfer,Shipped,6
O0006321,U001934,2019-10-23 13:59:11,P00422×4,1,5529.2,Credit Card,Delivered,13
O0006322,U001309,2019-05-27 08:15:25,P00092×1,1,1891.29,Bank Transfer,Shipped,1
O0006323,U001207,2025-02-26 14:50:51,P00041×5|P00035×1|P00312×5|P00322×3,4,13860.6,PayPal,Delivered,11
O0006324,U000253,2019-07-16 09:36:02,P00356×3,1,3947.88,Gift Card,Processing,
O0006325,U000048,2020-05-29 07:42:50,P00156×3|P00055×1,2,5302.23,Bank Transfer,Processing,
O0006326,U001719,2020-06-01 11:45:55,P00500×3,1,3556.56,Apple Pay,Cancelled,
O0006327,U000123,2020-08-29 05:01:35,P00094×4|P00203×2|P00240×5|P00411×1|P00022×4,5,9574.07,Google Pay,Delivered,10
O0006328,U001208,2021-01-17 13:35:22,P00310×5,1,158.0,Credit Card,Delivered,2
O0006329,U000065,2021-07-30 08:40:52,P00057×5,1,7912.3,Apple Pay,Delivered,9
O0006330,U001626,2019-07-19 12:06:52,P00404×5|P00254×2|P00163×3|P00385×5|P00210×2,5,9750.01,PayPal,Delivered,6
O0006331,U001907,2022-12-23 16:34:02,P00419×4|P00082×2,2,6269.48,Debit Card,Delivered,5
O0006332,U001892,2022-01-04 17:22:27,P00315×2|P00317×3|P00381×4|P00029×3,4,10182.58,Debit Card,Delivered,1
O0006333,U001649,2019-08-06 13:24:24,P00417×2|P00296×3|P00436×4,3,6381.27,Google Pay,Cancelled,
O0006334,U000393,2019-04-20 00:42:54,P00194×3|P00477×5|P00431×3|P00139×5,4,13263.29,Bank Transfer,Returned,9
O0006335,U000150,2021-12-24 03:13:03,P00191×4,1,310.24,Credit Card,Delivered,1
O0006336,U000907,2022-09-08 13:19:08,P00185×1|P00242×1|P00219×4,3,3184.76,Apple Pay,Cancelled,
O0006337,U000212,2019-04-13 12:29:41,P00146×2|P00089×3|P00399×2|P00390×5,4,5564.8,Apple Pay,Delivered,7
O0006338,U001084,2019-07-23 11:48:46,P00257×4,1,2574.28,Gift Card,Delivered,9
O0006339,U000044,2024-07-18 03:30:04,P00240×1,1,1057.94,Apple Pay,Cancelled,
O0006340,U001883,2023-06-06 19:45:05,P00310×4|P00001×3|P00032×3|P00421×1,4,2303.57,PayPal,Delivered,12
O0006341,U000899,2019-11-05 23:59:30,P00269×2,1,485.5,PayPal,Delivered,13
O0006342,U001210,2024-02-14 21:12:57,P00211×2,1,1505.24,Apple Pay,Delivered,7
O0006343,U001580,2021-12-04 04:46:51,P00458×5,1,334.7,Bank Transfer,Delivered,2
O0006344,U001464,2020-12-25 13:50:03,P00274×5|P00451×3|P00473×1,3,6209.82,Bank Transfer,Delivered,6
O0006345,U001876,2023-11-18 19:47:43,P00093×5,1,2869.1,Gift Card,Shipped,3
O0006346,U000947,2019-10-04 13:16:40,P00348×5|P00233×5,2,7363.1,Google Pay,Delivered,14
O0006347,U001326,2022-05-03 18:31:52,P00470×2,1,815.06,Credit Card,Delivered,2
O0006348,U000239,2024-09-22 12:31:14,P00496×4,1,2437.28,Google Pay,Shipped,2
O0006349,U001641,2022-12-03 22:44:40,P00242×5|P00338×2|P00311×5|P00403×2,4,5270.73,Google Pay,Shipped,1
O0006350,U001177,2022-11-01 05:25:50,P00399×3,1,735.75,Debit Card,Returned,9
O0006351,U000612,2019-06-10 23:08:42,P00406×4,1,3036.64,Credit Card,Shipped,3
O0006352,U001298,2021-04-24 17:14:32,P00300×4,1,3889.6,Apple Pay,Delivered,1
O0006353,U000685,2023-10-28 18:37:37,P00444×2|P00001×3|P00214×3|P00265×2,4,9266.83,Gift Card,Delivered,14
O0006354,U001036,2022-11-15 02:07:55,P00385×5|P00306×3,2,6253.33,Bank Transfer,Delivered,1
O0006355,U000906,2019-12-24 10:11:18,P00135×3|P00453×1,2,847.44,Debit Card,Delivered,7
O0006356,U001983,2023-03-21 10:49:48,P00486×2|P00054×4,2,3631.2,Debit Card,Delivered,10
O0006357,U001297,2019-04-10 22:49:16,P00118×3,1,523.02,Credit Card,Delivered,4
O0006358,U001659,2024-09-28 19:39:36,P00390×1|P00029×5|P00060×4,3,1668.99,PayPal,Delivered,5
O0006359,U000918,2022-03-03 23:32:20,P00271×1,1,111.09,PayPal,Shipped,3
O0006360,U000419,2022-10-29 11:44:03,P00400×3,1,4960.32,Gift Card,Returned,12
O0006361,U000555,2022-03-21 10:55:28,P00062×4|P00438×1|P00177×3,3,3522.14,Debit Card,Delivered,12
O0006362,U001450,2023-05-19 19:13:31,P00006×2|P00248×4|P00132×5|P00285×2,4,7559.7,Google Pay,Delivered,14
O0006363,U000114,2020-03-24 19:36:51,P00018×1,1,1008.1,Gift Card,Shipped,6
O0006364,U001653,2020-06-23 03:35:37,P00480×4,1,769.16,Bank Transfer,Delivered,11
O0006365,U000967,2023-03-10 19:16:35,P00365×1|P00416×5,2,522.58,Apple Pay,Delivered,7
O0006366,U001813,2022-02-15 10:02:32,P00230×4|P00073×5,2,2983.72,Credit Card,Delivered,8
O0006367,U000502,2023-05-19 03:00:31,P00481×5,1,2265.15,Bank Transfer,Delivered,5
O0006368,U001208,2024-08-09 00:37:29,P00437×3|P00456×1,2,2464.85,Bank Transfer,Delivered,2
O0006369,U000017,2023-03-14 04:45:37,P00325×2|P00286×3|P00041×4|P00413×1,4,10177.53,Credit Card,Delivered,10
O0006370,U000121,2022-06-27 08:34:44,P00101×4|P00355×4,2,1402.32,Credit Card,Delivered,6
O0006371,U001039,2021-01-15 11:40:04,P00044×4|P00270×1|P00401×4|P00262×1|P00454×4,5,9691.1,Gift Card,Processing,
O0006372,U000159,2021-11-26 09:44:09,P00182×3,1,3670.2,Apple Pay,Shipped,9
O0006373,U000544,2024-09-12 20:34:48,P00313×2|P00060×4,2,1663.1,Google Pay,Delivered,5
O0006374,U001947,2020-09-04 17:53:20,P00281×3,1,2178.96,Bank Transfer,Delivered,5
